id_review,business_id,stars,review_date,text_review,positive_sentiment,neutral_sentiment,negative_sentiment,negativ_sentiment
25676,160,5,2018-01-21,"Awesome sandwiches!!  Make sure you try the signature hot peppers!  The Italian is by far my favorite, everything looks very good.",1,0,0,0
25677,161,2,2018-04-15,"Visited here twice now, and I'm not impressed.  For what they charge for their tacos I'd just as soon go to Taco Bell.  Not to mention the tacos here get soggy real fast.  The facility is adequate and clean and the staff does the best they can, they're just working with overpriced junk as far as I'm concerned.",1,0,0,0
25678,162,1,2017-08-28,"Closed.  Now known as Golden Bee.  Same menu, excellent service but lousy food.  Will not be back.",0,1,0,0
25679,162,2,2016-01-30,"Another everything out of a can or box place. For the love of God is it really that hard to make homemade biscuits and gravy and corned beef hash? 

Here's an idea. How about somebody open a place that makes every from scratch.  It would be a money maker for sure. Nobody likes canned or boxes food ...  Yuk",1,0,0,0
25680,163,5,2017-10-25,"Proud to be able to frequent here as well as have my daughter work here. Still popular, still great destination for families. Enjoyed taken my boys here for the play area. Chic -fil-a is still the best...",1,0,0,0
25681,164,5,2017-02-19,They rock it there.  I really don't know how they pack all that food in a tortilla.  It is all really fresh.  Like it better than Chipotle.  Burrito bowls are awesome.,1,0,0,0
25682,165,1,2017-01-02,"The food burgers, fries, chicken sandwiches etc are typical Burger King food fare however; WOW, this particular Burger King takes the cake for absolutely the worst cleanliness issues I have ever seen at a fast food or anywhere restaurant for that matter. You walk in to fries, meat, chicken and Lord knows what on the floors behind the counter that are not picked up or swept apparently. They have got to have rodent and bug issues! Than there was a large fellow preparing the food who doesn't wear disposable gloves and disgustingly handles meat, toppings, rolls anything that you order bare handed , and what is not used is casually thrown back in the pile for the next victim's order. I couldn't eat my burger for fear of getting sick. The tables are dirty and I didn't dare enter the bathroom. Where is the health department at ?? Service at this place is at a premium as they hire kids that while they try are just not up to par. Sorry to be so mean, but I actually like Burger King every once in while but this one is done with me.",0,1,0,0
25683,166,1,2017-09-10,"Only table in building, took 30 min to get food. Hair in food and Indian waitress spilt drink on one of us. She was also texting the whole time. Stood at checkout counter 5 min before someone helped me to pay. Will never go here again. There are two other steak and shakes within 10 min of this location; u have been warned about this location late night.",0,1,0,0
25684,167,3,2016-12-04,"This Wendy's is clean and has accessibility to Wifi. I just wish they had the customer service to compliment the cozy environment. When I walked in one of the females behind the counter was cursing her head off at one of her coworkers. I thought to myself, ""wow where is the manager"", then realized she likely was the manager. It's a shame that this location doesn't have the quality customer service because the location was recently renovated and looks great. It has the feel of a nice quaint coffee shop (with the exception of the profanity).

Its disappointing but the sad part of all this is that I think it is just one person on the staff causing the problem. The other workers appeared friendly and calm like they were used to working under those circumstances and just learned how to tune it all out. Overall the place is well kept and the food what a typical person would expect from a fast food place. Unfortunately the rudeness and loud profanity of one person on staff created so much ruckus the great qualities of this location dwindle and fade real quick...at least for me. I hope they get a handle on the problem quick because I'd really like to come back to this location absent the unnecessary profanity and yelling.

UPDATE 2/19/17: I've been back to this spot and looks like they made some changes to the staff, perhaps applied some customer service training for the employees or removed just the one person that caused all the ruckus. Whatever changes applied it definitely noticeable and makes this place A-OK with me!",1,0,0,0
25685,166,1,2018-09-03,"A disaster!  My wife and I arrived at at 11:30 am on 9/2/18 with our two grandsons. There were three customers in the restaurant and five or six employees. Every table had dirty dishes on it and a couple of times one of the employees yelled from the other side of the restaurant that it would be a few minutes. After waiting about five minutes I asked if we could be seated and we were told that they would have to clean off a table and it would be a few minutes. We then decided to leave and one of the employees must have overheard us because she said they there were other Steak n Shakes to the east and west. The only good thing to come from this was when, as we walked out, our three year-old grandson said ""Boy, that place is a disaster""!",0,1,0,0
25686,160,2,2018-05-19,"Sorry, this place is going to be a hard pass for me. I've never had an $8 sandwich this skimpy before. I ordered the Pizza sandwich, and when you closed the roll, you couldn't even see the filling, and this was the 'bigs'. It looked like what amounted to 2 pieces of capicola, a few rounds of pepperoni and what appeared to be a slice and a half of cheese. That was topped with roughly half a crumbled up meatball. 

What saved this review from being 1 star was the marinara sauce, which had a good flavor, but when the bread makes up the majority of your sandwich, it'll be a long time before I go back.

I'd recommend going to a Subway before I'd suggest Potbelly. And I'm not a fan of Subway. I even deleted the Potbelly app from my phone.",1,0,0,0
25687,168,1,2017-03-28,"Went there to grab a quick bite with Brian and Steve tonight, our order was pretty large $24 worth of food.  We ordered a couple of boxes and two mini quesadillas as well as popcorn chicken and mashed potatoes.  *should have checked the bag, were short a couple of tacos and both mini quesadillas.  The girls seemed nice but that was a lot of food to miss.  It was funny because when I went there I was telling not the guys how all the reviews say to check your bag, we laughed and we lost. O well it was 24 dollars, sorry Brian lol, check your bag here, take your time!!",1,0,0,0
25688,169,1,2018-05-20,"It was about 2:30 PM we went through the drive thru. We placed our order which included the new Philly package and a few large cokes. Not only was the food less than warm they didn't pack the sauces , napkins, or straws for our drinks.",1,0,0,0
25689,161,4,2016-04-24,"The cilantro is fresh, all of the veggies are on point, and the meat is very well seasoned, although a bit dry, but still delicious. I ordered the vegetarian, the two timer, and the yardbird, all of which were delish! 

I would recommend this place for grabbing a quick bite to eat; you place your order and it's literally in your hands within 3 minutes, it's great! Staff is friendly and inviting.",1,0,0,0
25690,167,5,2016-07-17,I love this Wendy's. Not once but twice I won the business  card drawing and got a free combo meal. Otherwise  very great service .,1,0,0,0
25691,170,1,2016-12-06,"Dirty & Gross, if you want Applebee's don't eat at this location!  Much cleaner locations not too much further down the road!",0,1,0,0
25692,163,2,2017-09-23,"I usually love coming here but when I went through the drive through today I had a mind blowing experience. The girl, Devan I'm pretty sure her name tag said,  over the speaker in the drive through was disgustingly rude to me. What happened to the ""my pleasure"" attitude? Unbelievable.",1,0,0,0
25693,163,5,2016-12-06,"I literally never write reviews but I've never came across such amazing customer service, even in higher end restaurants.. literally the nicest people ever. I'll be coming back for as long as it's still around.",1,0,0,0
25694,162,5,2016-02-13,"This place is very hard to see from the road but it's worth it to search for it. The lobster Rangoon was to die for! The Volcano roll was excellent and you can taste just how fresh the ingredients they use are. It's a small place but I enjoyed it because I like a more inmate setting. The service was prompt and courteous and the owner, James, is a sweet soft spoken family man who was a pleasure to talk to. 
Give this place a try, you won't regret it.",1,0,0,0
25695,171,5,2017-10-26,First time ordering online. Had the correct food at my door within 10 minutes of ordering. Insanely good delivery and food,1,0,0,0
25696,168,2,2018-08-17,"Bathroom was disgusting, I wanted to throw up. 

Service was really slow. They kept calling my number but the food was wrong.

Food was the same as every Taco Bell/kfc.

Work on the speed and service and this location would be fine.",0,1,0,0
25697,162,4,2017-03-18,Came for breakfast. Great prices. Good portions.  I'd suggest getting well done on your potatoes if you desire a crisp. Lovely hostess and wait staff. Great iced tea too.,1,0,0,0
25698,164,1,2017-06-20,"Terrible app.
I used to eat here all the time & enjoyed their rewards program. If they would have completely eliminated the program they would be better off than pissing off their loyal customers with their new rigid requirements and mis information.
I thought I earned a free $2 chips & queso, I was charged $4 and told I needed to do some bs pre store entry stuff on line.
Bs.
Qdoba turned a loyal fan into a disgruntled xxxxx",1,0,0,0
25699,172,1,2017-02-12,"Based solely on the gas operations whereby you fill up and need a receipt because it is a rental and instead of printing at pump they make you go in and stand in line behind everyone just to get a receipt.

One and done at ""Quik"" trip.",0,0,0,1
25700,171,4,2016-10-03,"Sandwiches made to order, but the location is terrible if you need to pickup an order at the window. Two cars parked (no occupants) in the drive thru lane; Roto Rooter truck with trailer parked in the exit lane. Sandwich ingredients are fresh; special orders cheerfully accepted.  I have been told the CEO murders rare and endangered animals in Africa, if correct i will think twice before returning.",1,0,0,0
25701,166,5,2017-12-20,FIVE STAR FOR OUR WAITRESS CHRIS!! Every time we come in she is working and so cheerful. She is very helpful and will even give us coupons. My water never went past 1/4 empty and I'm a very fast drinker. I typically get the Frisco Melt which was so yummy. We will be back to see you Chris!,1,0,0,0
25702,169,5,2018-07-20,"I appreciate how nice and helpful they are. This is how customers should be treated. Very clean too!!
Way to go with the new touchscreen also )",1,0,0,0
25703,168,1,2017-02-22,Horrible service every time we go here they always forget part of our order. They forgot part of my order tonight and instead of wasting my time going back there I called to have my money put back on my card and according to the manager thats not possible. I would not recommend this restaurant.,0,1,0,0
25704,173,3,2016-07-17,"Food is good, typical Sonic. Some times they are slow to answer after you push the button. I've had to push it multiple times before. Once you order though, service is fast and friendly.",1,0,0,0
25705,166,1,2017-11-22,"Man, they had like 3 people working...at lunch hr. I spent 10mins in drive thru without even moving before I reversed out of here. I went inside to see if it's going to be quicker but no, that's where I saw like workers only. Avoid. Do not come here.",0,1,0,0
25706,166,2,2018-04-30,"The drive though service is glacial. They make up for it by having even slower service inside. Once you finally get your food, it's not half bad.",1,0,0,0
25707,171,5,2017-08-11,"This review is for dining in. The sandwiches were fresh and fast, the restaurant clean, and the staff friendly. It's on par with any other experience at a Jimmy John's.",1,0,0,0
25708,164,5,2016-08-31,Food was tasty and the service was super helpful and friendly! Thanks for making it easier for me to corral my kids order into something that made sense!,1,0,0,0
25709,170,5,2018-01-14,Had a great time we all had the special $12.99 all the chicken & rib-lets all you can eat  we also ordered an appetizer of onion rings which were awesome and the large oriental salad with our meals  everything was really great and our waiter Joe was very nice and pleasant  and to satisfy our sweet tooth the pecan blondie with ice cream on top and sweet crispy pecans is a sure try,1,0,0,0
25710,167,1,2016-06-26,"They continuously foul up orders. For instance, I went there the other night on the way home from work. Ordered two PLAIN double stack sandwiches. The cashier, a very nice bald headed gentleman confirmed my order of two PLAIN double stacks. I get my food and head home. 

Thank goodness that I checked them before I took a bite. After confirming the order twice, they STILL put EVERYTHING on my sandwich. Tried to scrape the stuff off, but the sandwiches were gross with the taste of the onions, pickles, and mustard. Spent the rest of the night puking because it made me sick.",0,1,0,0
25711,174,1,2018-04-08,"Awful experience here, customer service poor and unprofessional. I accidentally spilled my coffee because I had 5 items on my hands what They(customer service) gave me. No-one offer to open doors or some little help. They just staring at me. When I  opened door, all my stuff fell off and hot coffee burned my right wrist. Nobody asked how I'm doing if I need some help or replace the spilled coffee. Absolutely NO common sense and simple experience of customer services. The Burger King on Overland extremely needs all stuff updates,untill then Im not recommended this place for anyone.      This happened on 4/8/18",0,1,0,0
25712,162,3,2016-03-11,"We've eaten at this restaurant many times over the years.  We primarily eat here for their Greek Salads with their awesome Greek Dressing that is sold in nearly every grocery store.  We stopped going some time ago due to poor food quality but we decided to give them another try.

We knew just what to get that was not too heavy or too calorie laden.  For entrées, we both got varieties of their Triple Decker Club sandwich.  I got the turkey club ($9.08 with an extra charge for American Cheese). (see pic)  I had a choice of sides and I chose fries.  They did not skimp on the turkey and it was great!  

The other Club was a ham club ($9.08 with also an extra charge for American Cheese). (see pic)  The club was meaty and tasty.  The side that was chosen was the Avgolemono soup.  The soup was just OK because from living in the Tampa Bay area you become somewhat of a connoisseur of Greek Avgolemono soup. (see pic)

All in all, we had a great server, Maggie and our meal was pleasant.  I can certainly recommend the club sammies, Greek Salads and their breakfast menu but beware of the dinner entrée menu.  As a side note, their website/menus are not accessible.  I believe that it's hurting their business.",1,0,0,0
25713,163,2,2016-05-10,After waiting forever in the drive through for my food. I leave thinking they must have gotten it right for taking so long...... Didn't get the cookie I paid for,0,1,0,0
25714,172,5,2016-09-11,Oh no !!!! The sign here says this location is closing 9/14/2016.  It's such a shame this location seems to be extremely busy all the time and it's one of my favorite places to get gas here in st. Louis..,0,1,0,0
25715,171,1,2018-04-07,"I love jimmy johns! I've had great experiences until today. I ordered a sandwich #16 and they forgot the turkey. The sandwich only had bacon, mayo and lettuce, with tomatoes. NO TURKEY. I called the location informed the person who answered the phone. He then proceeded to get the manager on the phone. The manager Kevin said he was the one that made the sandwich and he didn't forget it. He insisted to argue about it. I asked how long he has been the manager and he stated since January of 2018. Now I know why. I asked if this is how he treats his customers and he stated that he has other things to do. Okay? Customers come first. I will never order from this location again. Admit to your mistakes. Overall I asked for a partial refund bc  I wouldn't trust them to remake my sandwich. End result, I did manage to get the full refund after I requested to talk to his manager. If you want horrible customer service and shitty sandwich's go to the jimmy johns ON STATE STREET.",0,1,0,0
25716,166,4,2018-06-10,"The food is awesome!!  The service is terrible because in my opinion the place is always understaffed. I give 4 stars because once they wait on you, the are very willing to please.  Someone needs to greet each customer, someone needs to sprint to the cash register, and someone needs to make sure there are at least 2 servers on duty at all times. I am a regular customer and will remain so!!

One of the waitresses is outstanding. Her name is Chris and she is amazingly friendly and service oriented.  


Another visit saw this understaffed restaurant lose patrons because they couldn't get anyone to wait on them to get seated, order, or pay their bill. Yes, it was busy, but they only had one server, one cook, a manager who was trying to do it all to help out, and a guy who had cook's apron on, stood by the grill, turned his back on 4 customers, and proceeded to shine the aluminum doors next to the grill...I'm assuming there is some training and screening for the personnel, but eye contact, listening, observing, and greeting should be emphasized even when busy...I have not given up, but I would like to see more staff with people skills at this location...the waitresses try, but they can only do so much, and all the personnel, save a couple, really do try to please...they're just outnumbered",1,0,0,0
25717,167,4,2016-02-27,"Who fucking cares that the cashier is rude to you, sounds like it's a complicated order, go the fuck inside and don't hold up drive thru.  Their burgers are always great.  Good service to me but I always say please and thank you.",1,0,0,0
25718,175,1,2016-11-02,The drive thru was very very slow and the person at pay window seem to be lost when I ask questions about my order,0,1,0,0
25719,163,4,2018-05-04,"1st off I never like to review fast food. Just for the fact you get what you get. Its fast food so. You know what you want before you get there for the most part and if its bad, you kinda expect it. But Chick Fil A is always good and how they train their staff is on point. I LOVE YOU CHICK FIL A KEEP UP THE GOOD WORK.",1,0,0,0
25720,160,5,2018-04-09,"Delicious sandwiches, great service and atmosphere! Download the app for a free sandwich and deals! I will be back on my weekly trip to Malvern!",1,0,0,0
25721,161,4,2016-04-03,"Have been going here for years with the family and we really can't remember a time we were disappointed. Food is fresh, tables clean, and prices are good. It is often our ""go to"" place when we can't decide where to eat.",1,0,0,0
25722,163,5,2016-09-24,"I love this chick fil a. I don't eat chick fil a often just because I don't like to eat fast food. But whenever I do decide to, I go here. And this location particularly. Their customer service is great, they're clean, and I've gotten free stuff so many times. The only chick fil a I go to.",1,0,0,0
25723,172,5,2017-06-11,"QuikTrip is the closest thing I have seen to the famed east coast food/gas station Sheetz. QT has hundreds of combinations of fountain drinks including an iced tea bar with plenty of flavored and non-flavored iced tea options, they also have fruit slushes and flavored coffee drinks. The stars here though is the food. Amazingly QT has fresh donuts 24/7. Their frosted jelly donut is divine, the apple fritter and other items look great as well. The hot dogs are the best I have ever had outside of Chicago and NYC. I think they are the Chicago brand Vienna Beef which explains why they are so great, they have a hot dog toppings bar that includes all the Chicago Dog traditional toppings including the celery salt. The pizza was also a big surprise, filled with a thick layer of cheese, red sauce and pepperoni was excellent. I can't get over how much I like this place, always clean and always fresh its an amazing experience every time and yes its a gas station.",1,0,0,0
25724,159,3,2016-03-24,"I have been here a lot since I work in the mall. The staff is always friendly and the fries are great. The burgers are so so lettuce gets really greasy and soggy, the burger itself sometimes is way too greasy and the cheese is sometimes also too much.  I wish they would offer turkey in place of hamburger, recently beef has made me sick so I have had to cut it from my diet. Turkey is a great replacement so I hoped they would eventually get ground turkey. Above all I still go for the fries, nothing better than when the employee really fills your bag!",1,0,0,0
25725,176,5,2017-04-26,"Forget all the bad reviews, this location is OUTSTANDING! I don't eat Mickey D's often, but my food is always hot, neatly assembled (just like in the ads) and orderly inside the bag. Staff is efficient and friendly. Let's face it folks, 5 stars in fast food is hard, really hard, but trust me on this one.",1,0,0,0
25726,177,4,2018-05-04,"Not all subways are created equal. What's the difference you ask ? Customer service, I'm sorry I can't remember her name, but she was a sweet girl. I've been to many and especially the one closest to where I live, I skip right over that one and take a drive just for a better experience. The only thing I would ask al subways, is why do you have only 1 employee working at a store at 6pm dinner rush in a Friday night. I know at the end of the days it's a business but support your team members by giving them the support they need.",1,0,0,0
25727,165,1,2017-09-17,I ate there 9-17-2017. I went to order and the young girl behind the counter who's name started with the letter Z just stared at me until I ordered my food. Then there were two kids just hanging out at the counter talking to another kid behind the counter. I had to walk around them to get my food. I get it. They pay these kids next to nothing however management should be on top of customer service.  I've never really had that bad of service at most other fast food restaurants.,0,1,0,0
25728,163,5,2017-09-01,"I have three different Chick-fil-A' stores within a 10 minute drive from my home in different directions. There really is a difference in Service between the various locations and this store is simply the best!  Everyone is so nice and helpful here and if they do make a mistake, which is rare, they make sure to make it right! Like other stores their food is awesome. I am especially a fan of their chicken minis for breakfast and their nuggets any other time. I wish they had breakfast all day.",1,0,0,0
25729,172,1,2018-10-03,I'm annoyed to go back ... I'm already having a bad day . And this is definitely not what I ordered.,0,1,0,0
25730,170,4,2016-12-23,"I had an excellent experience dealing with the to go people of the Applebee's restaurant in Audubon New Jersey. The young man at the register was so pleasant and kind. He took care of her order even telling us what time it would be precisely when it would be completed. He also helped with getting some additional dressing for our salads. He was just professional and pleasant.  

In terms of the food you know it's Applebee's. My mother enjoyed her Southwestern chicken salad. And the club sandwich I ordered while sort of saturated with mayo it was still OK. All the staff there that I interacted with for that time was great. Customer service means a lot to me.",1,0,0,0
25731,178,1,2017-09-17,"Do not chose this Subway if you are looking to enjoy a Subway the way Subways are to be made. I ordered a Subway club with lettuce only as I was taking this on a road trip. My fault as I always trust a Subway knowing I was getting what I ordered.  Subway Club ended up being shorted 1 meat and the ""stands"" of a tiny bit of lettuce was given.  Haven't experienced a Subway Club made this horrible way before and I have been to frustrated to return. Please do not waste your time and money at this Subway!",0,1,0,0
25732,174,1,2017-11-15,"This place is mediocre the food is semi-OK for cheap fast food my complaint however is that I donate plasma and get a prepaid card there ""new system"" does not recognize my card while every other place I have used it has zero problems reading it so I'm just not gonna go anymore to this Burger King if they can't figure out how to use pre payed cards...",0,1,0,0
25733,172,5,2018-07-29,"Love QT. Anything you want, you got it, even sleepy drinks so you can get some down time. Also love their buffalo bites!",1,0,0,0
25734,179,1,2017-08-03,"The lady was really nice but the food was horrible! My scallops were hard, my fish taste like nothing and my crab cakes didn't have any crab meat in them. They also forgot to put my",0,1,0,0
25735,166,4,2017-08-23,"The food is awesome!!  The service is terrible because in my opinion the place is always understaffed. I give 4 stars because once they wait on you, the are very willing to please.  Someone needs to greet each customer, someone needs to sprint to the cash register, and someone needs to make sure there are at least 2 servers on duty at all times. I am a regular customer and will remain so!!

One of the waitresses is outstanding. Her name is Chris and she is amazingly friendly and service oriented.",1,0,0,0
25736,160,1,2018-09-19,"Completely done with this establishment after my experience today. We work above this location and have been ordering from here since they opened. At 11:40am today we placed a nice size order to be picked up around 12:15pm. When we went down stairs to pick up we were told the manager was currently making the sandwiches and he refused to complete our order because it was not put in the computer. The woman who took our ordered had written it down because we still wanted to get drinks and chips/cookies. We were then told the district manager was giving us the order for free and they would start working on the order at this time. At this time it was around 12:20 pm. We waited an additional 20 minutes and still had received any type of call saying we could pick up. We proceeded to go down again and were told he was still refusing to make the order. They then had to pull someone else to make the sandwiches because he did not want to do so. After an additional 10 minutes we were given the soups and told the sandwiches would be brought up. The manager's excuse was that several people quit/called out. Regardless if this were the case or not his behavior was completely unacceptable. I get having to wait a little bit, but not getting our full lunch order for almost 2 hours is completely inexcusable. Definitely will not be giving them anymore business",1,0,0,0
25737,161,5,2016-12-29,They hook it up here I come here after the gym n get a nice white rice chicken bowl for an amazing price! The guy who placed this restaurant right next to a gym is an absolute genius,1,0,0,0
25738,166,4,2017-07-24,"The food is awesome!!  The service is terrible because in my opinion the place is always understaffed. I give 4 stars because once they wait on you, the are very willing to please.  Someone needs to greet each customer, someone needs to sprint to the cash register, and someone needs to make sure there are at least 2 servers on duty at all times. I am a regular customer and will remain so!!",1,0,0,0
25739,165,3,2017-09-19,"the manager that works the evenings; he is tall, skinny, and middle aged. he's soft spoken and very pleasant- he makes my experience great every time. give that man a raise.",1,0,0,0
25740,165,3,2017-07-12,"All right gonna bump this BK up a couple of notches. Since I gave it a second and 3rd try and it appears they cleaned up their act a little.
1) Floors looked a little cleaner
2) Help was preparing foods with disposable gloves 
3) Counter help was efficient and courteous no attitudes this time.
Its hard to hate BKs with all the specials and coupons they give out plus free internet and good parking. I mean where else can 2 peeps eat these days for around 10 bucks (OR LESS!)  on Whopper Wednesday's and Chicken Sandwich Monday's ?  Bathrooms were cleaner too so no complaints and one of the better fast food options in Bucks if you have to do fast foods and your diet can take it!",1,0,0,0
25741,160,5,2018-02-06,Our work group won a free lunch for 4.  We ended up with 7 orders and they still covered everything (couldn't believe it)!!  Salads and sandwiches are great and the people are really nice.  New favorite spot!,1,0,0,0
25742,161,2,2016-08-01,"I ordered a taco salad here for the first time and I was SO disappointed. Not sure if it was just bad luck or the specific employee who made my food, but my salad was so small- seriously like 1 cup of salad total. That's definitely NOT a meal. I had to add extra romaine that I had at my house in order to make it a little more substantial. The flavor was decent, but nothing special. I would say head to California Tortilla in Royersford or Moe's in Oaks for a better meal with better portion sizes.",1,0,0,0
25743,162,3,2017-07-07,"We've been here several since my grandmother loves the food. The food is good, but the service takes forever. I waited over 40 minutes just to get the drinks our party of 4 ordered. We were there a total of 2 and a half hours, 30 minutes of which were us eating. The rest was just waiting.",1,0,0,0
25744,162,4,2016-05-15,"We had a great lunch today at this friendly, family-style Greek diner. The gyro was good, especially with a side of olive tapenade for dipping the fries. The mini Greek salad was great. I would've given them five stars if they had anchovies for the salad.",1,0,0,0
25745,164,1,2017-08-19,"Just got burritos for my wife and I on my way home for dinner - the girl that rolled this thing has NO business doing so - it took every ounce of energy I had left after a hard days work to seal my mouth shut from not saying anything.  Was she trained?- why didn't her coworkers step in and help her?- why was this considered acceptable? Ridiculous- and it was what I had for dinner - I gave them my money to take some ingredients and SLOP them into a foil wrapper. -  never again - If you can't grasp how to roll a burrito- move to another section of the assembly line - don't make the customers pay for a BS burrito - why should I have to Be the ""jerk"" and say something.  step up act like you care about your job.",1,0,0,0
25746,177,5,2017-04-06,The young brunette girl with short hair is so polite. It was very busy when I went in but the two girls hurried and tried to get to everyone as fast as they could without making the customers feel rushed. I appreciate their good attitudes and work ethic.,1,0,0,0
25747,172,3,2016-03-10,"Consistently some of the cheapest gas in the area without need for a membership card for CostCo or Sam's Club. This location is located right off I-170 and Natural Bridge making a quick stop for those traveling along I-170 and even I-70. There are plenty of pumps available, however during peak hours this station can be a bit of a cluster especially in the morning hours. 

Inside you will find the standard QT fare, coffee, fountain drinks, hot food, donuts and all the other items however this location lacks a QT Kitchen, so if you are craving some fresh food you are out of luck and will have to stick with what's available. The staff inside is usually fast and friendly doing their best to get customers in and out.",1,0,0,0
25748,171,5,2018-07-22,"We had to park on the road because we were in a truck pulling a boat and trailer so we knew we wouldn't fit in their tiny parking lot or drive thru lane. 

Our sandwiches were fresh and yummy. They left out one ingredient in my husband's and added an extra one on mine, but no big deal. 

They have a good variety of chips and drinks.",1,0,0,0
25749,180,4,2016-09-26,"Fairly good Subway, they make good sandwiches at this location and staff is friendly. 
My only complaint is that they blast the music so loud you have to yell your order and repeat what you say several times because they can't hear you. 
I've come in different times in the day and the music is always loud.",1,0,0,0
25750,160,1,2018-07-03,"Two sandwiches, neither correct. Mine was just a soggy mess of melted mayonnaise with enough lettuce to have salad for a week. This place blew it. Never again",0,1,0,0
25751,173,5,2018-06-04,"Most Sonics get my orders wrong , cold food, melted ice cream. But this sonic!!..... straight 100! . The girl named Carly on skates needs a raise . She cleaned an outside table for me. Brought my Oreo blast out to me I asked for no whip and she spun around done a backflip and Tada no whip and had extra Oreo! . She's the M.V.P. But didn't do a backflip. Just thought that would sound better :). I'm only going to come here when she's working! Very friendly!",1,0,0,0
25752,176,2,2016-08-19,"Sadly, this McDonald's has imho, has really gone down . I realize it's a franchise and fast food which today it's just easier to pick up something quick when ur working 60 hr weeks. I used to go to this place when I was   a teen and the food and service was good.  Today, the service has changed as well as overall quality. I went inside to place an order and could not believe that the mgr literally was coughing and ended up sneezing right on me. I was like so appalled that someone like this made no attempt to cover her hand over her mouth . This was disgusting and so I ended up walking out. Can u imagine someone sneezing right in ur face or on the food.i was so upset . I did file a complaint but that was enough to make me never want to go there again. This was a couple years ago, and since then I ended up with a girlfriend who loves micky. D's so I went thru the drive in and not surprising but the service was bad, order was missing food that was paid for. bottom line, maybe if u order a coffee or drink u might be lucky if they get it right. I just would not waste my money on a franchise or this location when they have bad service and it hasn't seem to improve since the mgr who looked unkempt and had greasy hair should not be dealing in the food industry . I am not saying all McDonald's are like the one on Route 38 but beware , would go either to another location or other burger joint.",0,1,0,0
25753,163,5,2017-03-02,"Just stopped to have a quick breakfast, first time ever having chikfila breakfast. The portion size is perfect especially the hash browns!!! Definitely will have breakfast again!",1,0,0,0
25754,161,1,2016-03-27,"Not sure what to say..... the staff weren't friendly, the food was lousy, the entire store was dirty  (only 3 tables had been cleaned). There was basically no food left in the service area and it was 7 o'clock on a Friday night. Over $40 for 2 adults 2 kids - I'll be sticking with Chipotle where I can generally count on the quality in the food and service. Not impressed at all and won't be back.",0,1,0,0
25755,169,4,2016-06-30,"Good service, quick and usually fresh. Polite drive through folks. One of the better fast food joints around.",1,0,0,0
25756,169,1,2018-08-08,"Wish I had the number to corporate because this morning while ordering breakfast for me and my 2 boys (very picky eaters) I had a very SPECIFIC order then got to the first window to pay and was over charged over $5? First bill was $19.56 for 1 sandwich, oatmeal, burrito and sausage mcgriddle- I am expecting to pay around $14. There were 3 people standing at the register not one of them knew what they were doing. Tried to find a manager to correct the issue. Decided to give me 'whatever' for change. I don't even know if that was correct? My receipt said I purchased something for $0.10? Just so they could open the register and give me 4 dollar bills and 85 cents. At this point the line is backing up, so i pull to the next window where my food has been sitting for 5-10 minutes now. She quickly hands me the food then shews me on my way. I live 10 minutes away then unpack the food. They decided to throw WHATEVER THE HELL they wanted in the bag- 2 completely WRONG sandwiches, no extra meat, wrong number of hash browns!! Do you think I'm going to pack my starving kids and go all the way back with a receipt that says $0.10. WTF McDonalds- not quality. Thanks for letting me deal with my kids melt downs.",0,1,0,0
25757,168,5,2017-07-06,This is prolly my favorite restaurant to go to. The employees are so polite and the speed of service is great.,1,0,0,0
25758,175,1,2018-06-05,"Waited 10 minutes inside for a cheeseburger,fries and an ice tea..  The cashier kept taking orders and people kept stacking up waiting for there food. This location is horrible and in need of management overall. The only reason I even received my food at the ten minute mark, is because a manger who appeared to be leaving for the day, put down her belongings and put my food in a bag and handed to me. Otherwise I would probably still be there...  Do yourself a favor, and drive pass this location, there is a ""different"" fast food restaurant next store. 
This McDonalds apparently defines fast food different from the rest of the  world...",0,1,0,0
25759,166,1,2016-09-22,"Ok here's an update. We gave it another try. The woman taking the order didn't know the difference between a ""PATTY MELT"" and a ""FRISCO MELT"". So instead of getting my order correctly they gave me an extremely soggy, greasy, nasty Frisco Melt. To top it off there was only one beef patty on it when there should be two. This location is by far the WORST I've ever been to and they continue to get even worse. Why are they even still open???",0,1,0,0
25760,179,3,2017-04-29,I ate the shrimp and scallops platter. The food was hot and prepared properly but it was kinda tastelessness.,1,0,0,0
25761,160,2,2018-09-11,"I love Potbelly's but the service here is pretty bad.  The employee making our sandwiches was awesome and super friendly. The guy checking us out (and making the milkshake) was bad.  I'm assuming he was running shift because he held the keys but our vanilla milkshake was made incorrectly (or the blender wasn't clean). When our sandwiches were ready, he was MIA and took 5-10 minutes for him to show up again. When he handed us our milkshake, he didn't say anything about the wait or thank us. We filled out the survey and ask d for a call back. It's been over a week and not a word.",1,0,0,0
25762,168,2,2016-01-29,This is the slowest service ever I stopped for a fast meal. Not so much. The food was good when I finally got it,1,0,0,0
25763,160,5,2018-01-31,"After spending a summer in Chicago I fell in love with Potbelly sandwiches! Now there's finally one near where I live. I highly recommend the Pizza Sandwich, but it's hard to go wrong with any sandwich!",0,1,0,0
